lvl_1  k2 k1 k0
H: 0.36399 -0.0357143 -2.2896136 -175.8248543
H: 0.36499 -0.0357143 -2.2896021 -175.8248584
H: 0.36599 -0.0285714 -2.2948006 -175.8239126
H: 0.36699 -0.0357143 -2.2895993 -175.8248595
H: 0.36799 -0.0357143 -2.2895879 -175.8248637
H: 0.36899 -0.0285714 -2.2948291 -175.8239022
H: 0.36999 -0.0357143 -2.2895850 -175.8248647
H: 0.37099 -0.0357143 -2.2895736 -175.8248689
H: 0.37199 -0.0285714 -2.2948577 -175.8238917
H: 0.37299 -0.0214286 -2.3001504 -175.8229112
H: 0.37399 -0.0285714 -2.2948434 -175.8238970
H: 0.37499 -0.0357143 -2.2895279 -175.8248859
H: 0.37599 -0.0357143 -2.2895164 -175.8248902
H: 0.37699 -0.0285714 -2.2948720 -175.8238863
H: 0.37799 -0.0357143 -2.2895136 -175.8248912
H: 0.37899 -0.0357143 -2.2895021 -175.8248955
H: 0.37999 -0.0285714 -2.2949006 -175.8238755
H: 0.38099 -0.0214286 -2.3003076 -175.8228523
H: 0.38199 -0.0285714 -2.2948863 -175.8238809
H: 0.38299 -0.0357143 -2.2894564 -175.8249129
H: 0.38399 -0.0357143 -2.2894450 -175.8249172
H: 0.38499 -0.0285714 -2.2949149 -175.8238700
H: 0.38599 -0.0214286 -2.3003933 -175.8228196
H: 0.38699 -0.0285714 -2.2949006 -175.8238755
H: 0.38799 -0.0357143 -2.2893993 -175.8249348
H: 0.38899 -0.0357143 -2.2893879 -175.8249392
H: 0.38999 -0.0285714 -2.2949291 -175.8238645
H: 0.39099 -0.0214286 -2.3004790 -175.8227865
H: 0.39199 -0.0285714 -2.2949149 -175.8238700
H: 0.39299 -0.0214286 -2.3004933 -175.8227809
H: 0.39399 -0.0285714 -2.2949006 -175.8238756
H: 0.39499 -0.0214286 -2.3005076 -175.8227753
H: 0.39599 -0.0428571 -2.2836494 -175.8260909
H: 0.39699 -0.0285714 -2.2949091 -175.8238723
H: 0.39799 -0.0214286 -2.3005590 -175.8227550
H: 0.39899 -0.0214286 -2.3005761 -175.8227482
H: 0.39999 -0.0357143 -2.2892021 -175.8250121
H: 0.40099 -0.0285714 -2.2949006 -175.8238756

lvl_9  k2 k1 k0
H: -0.39701 0.3500000 -1.9665430 -175.6925303
H: -0.39601 0.3500000 -1.9665430 -175.6925303
H: -0.39501 0.3642857 -1.9551799 -175.6902707
H: -0.39401 0.3714286 -1.9495211 -175.6891499
H: -0.39301 0.3785714 -1.9438710 -175.6880326
H: -0.39201 0.3714286 -1.9495069 -175.6891443
H: -0.39101 0.3785714 -1.9438853 -175.6880382
H: -0.39001 0.3857143 -1.9382723 -175.6869355
H: -0.38901 0.4000000 -1.9270920 -175.6847481
H: -0.38801 0.3857143 -1.9382551 -175.6869288
H: -0.38701 0.3928571 -1.9326793 -175.6858407
H: -0.38601 0.4071429 -1.9215790 -175.6836844
H: -0.38501 0.4285714 -1.9049771 -175.6804689
H: -0.38401 0.4214286 -1.9104987 -175.6815359
H: -0.38301 0.4142857 -1.9160117 -175.6825997
H: -0.38201 0.4142857 -1.9160003 -175.6825953
H: -0.38101 0.4357143 -1.8995641 -175.6794436
H: -0.38001 0.4357143 -1.8995756 -175.6794480
H: -0.37901 0.4428571 -1.8941140 -175.6784040
H: -0.37801 0.4428571 -1.8941197 -175.6784061
H: -0.37701 0.4571429 -1.8832766 -175.6763486
H: -0.37601 0.4571429 -1.8832709 -175.6763464
H: -0.37501 0.4785714 -1.8670976 -175.6732948
H: -0.37401 0.4714286 -1.8724763 -175.6743073
H: -0.37301 0.4785714 -1.8671119 -175.6733001
H: -0.37201 0.4714286 -1.8724620 -175.6743020
H: -0.37101 0.4928571 -1.8564487 -175.6713104
H: -0.37001 0.4928571 -1.8564544 -175.6713125
H: -0.36901 0.5071429 -1.8458399 -175.6693408
H: -0.36801 0.5214286 -1.8352424 -175.6673755
H: -0.36701 0.5214286 -1.8352653 -175.6673839
H: -0.36601 0.5214286 -1.8352481 -175.6673776
H: -0.36501 0.5285714 -1.8299980 -175.6664129
H: -0.36401 0.5428571 -1.8195377 -175.6644981
H: -0.36301 0.5357143 -1.8247479 -175.6654482
H: -0.36201 0.5500000 -1.8143390 -175.6635521
H: -0.36101 0.5642857 -1.8039473 -175.6616624
H: -0.36001 0.5857143 -1.7884111 -175.6588464
H: -0.35901 0.5857143 -1.7884226 -175.6588505
H: -0.35801 0.5785714 -1.7935670 -175.6597768
H: -0.35701 0.5857143 -1.7884254 -175.6588516
H: -0.35601 0.6000000 -1.7781880 -175.6570175
H: -0.35501 0.6000000 -1.7781880 -175.6570175
H: -0.35401 0.6142857 -1.7679963 -175.6551998
H: -0.35301 0.6357143 -1.7527601 -175.6524915
H: -0.35201 0.6500000 -1.7426370 -175.6506981
H: -0.35101 0.6500000 -1.7426370 -175.6506981
H: -0.35001 0.6500000 -1.7426370 -175.6506981
H: -0.34901 0.6642857 -1.7325881 -175.6489310
H: -0.34801 0.6714286 -1.7275866 -175.6480555
H: -0.34701 0.6785714 -1.7225936 -175.6471829
H: -0.34601 0.7000000 -1.7076460 -175.6445763
H: -0.34501 0.7071429 -1.7026987 -175.6437196
H: -0.34401 0.7071428 -1.7026930 -175.6437176
H: -0.34301 0.7214286 -1.6928099 -175.6420083
H: -0.34201 0.7500000 -1.6731350 -175.6386212
H: -0.34101 0.7500000 -1.6731350 -175.6386212
H: -0.34001 0.7642857 -1.6633433 -175.6369434
H: -0.33901 0.7714286 -1.6584703 -175.6361123
H: -0.33801 0.7785714 -1.6536059 -175.6352841
H: -0.33701 0.7857143 -1.6487500 -175.6344588
H: -0.33601 0.8000000 -1.6390840 -175.6328238
H: -0.33501 0.8142857 -1.6294351 -175.6311945
H: -0.33401 0.8357143 -1.6150133 -175.6287680
H: -0.33301 0.8500000 -1.6054330 -175.6271619
H: -0.33201 0.8642857 -1.5958699 -175.6255614
H: -0.33101 0.8714286 -1.5911111 -175.6247689
H: -0.33001 0.8785714 -1.5863610 -175.6239791
H: -0.32901 0.8857143 -1.5816194 -175.6231922
H: -0.32801 0.9142857 -1.5627331 -175.6200712
H: -0.32701 0.9357143 -1.5486113 -175.6177446
H: -0.32601 0.9500000 -1.5392310 -175.6162048
H: -0.32501 0.9642857 -1.5298679 -175.6146706
H: -0.32401 0.9714286 -1.5252091 -175.6139110
H: -0.32301 0.9785714 -1.5205590 -175.6131542
H: -0.32201 1.0000000 -1.5066400 -175.6108939
H: -0.32101 1.0214286 -1.4927867 -175.6086549
H: -0.32001 1.0428571 -1.4789591 -175.6064243
H: -0.31901 1.0571429 -1.4697731 -175.6049476
H: -0.31801 1.0642857 -1.4652059 -175.6042175
H: -0.31701 1.0785714 -1.4560599 -175.6027537
H: -0.31601 1.1214286 -1.4287590 -175.5984059
H: -0.31501 1.1357143 -1.4197044 -175.5969712
H: -0.31401 1.1428571 -1.4151714 -175.5962520
H: -0.31301 1.1571429 -1.4061569 -175.5948299
H: -0.31201 1.1928571 -1.3836919 -175.5912972
H: -0.31101 1.2071429 -1.3747344 -175.5898931
H: -0.31001 1.2285714 -1.3613469 -175.5878022
H: -0.30901 1.2357143 -1.3568910 -175.5871073
H: -0.30801 1.2785714 -1.3302701 -175.5829734
H: -0.30701 1.2928571 -1.3214384 -175.5816084
H: -0.30601 1.3214286 -1.3038036 -175.5788873
H: -0.30501 1.3285714 -1.2994106 -175.5782119
H: -0.30401 1.3571429 -1.2819014 -175.5755294
H: -0.30301 1.3857143 -1.2644266 -175.5728575
H: -0.30201 1.4214286 -1.2426930 -175.5695511
H: -0.30101 1.4285714 -1.2383571 -175.5688931
H: -0.30001 1.4500000 -1.2253810 -175.5669287
H: -0.29901 1.5000000 -1.1952300 -175.5623833
H: -0.29801 1.5214286 -1.1823624 -175.5604516
H: -0.29701 1.5428571 -1.1695206 -175.5585277
H: -0.29601 1.5714286 -1.1524571 -175.5559800
H: -0.29501 1.6000000 -1.1354680 -175.5534546
H: -0.29401 1.6142857 -1.1269906 -175.5521969
H: -0.29301 1.6642857 -1.0974281 -175.5478273
H: -0.29201 1.6928571 -1.0806162 -175.5453542
H: -0.29101 1.7214286 -1.0638384 -175.5428911
H: -0.29001 1.7571429 -1.0429334 -175.5398321
H: -0.28901 1.8000000 -1.0179640 -175.5361952
H: -0.28801 1.8142857 -1.0096580 -175.5349879
H: -0.28701 1.8500000 -0.9889730 -175.5319928
H: -0.28601 1.9000000 -0.9601220 -175.5278310
H: -0.28501 1.9357143 -0.9395913 -175.5248804
H: -0.28401 1.9642857 -0.9232193 -175.5225351
H: -0.28301 2.0000000 -0.9028200 -175.5196222
H: -0.28201 2.0500000 -0.8743690 -175.5155750
H: -0.28101 2.0857143 -0.8541240 -175.5127060
H: -0.28001 2.1285714 -0.8299031 -175.5092839
H: -0.27901 2.1571429 -0.8138226 -175.5070213
H: -0.27801 2.2071429 -0.7857659 -175.5030855
H: -0.27701 2.2571429 -0.7578091 -175.4991777
H: -0.27601 2.3142857 -0.7259909 -175.4947485
H: -0.27501 2.3500000 -0.7061630 -175.4919965
H: -0.27401 2.4000000 -0.6785120 -175.4881736
H: -0.27301 2.4357143 -0.6588384 -175.4854643
H: -0.27201 2.4928572 -0.6274544 -175.4811552
H: -0.27101 2.5428571 -0.6001091 -175.4774164
H: -0.27001 2.6071429 -0.5650721 -175.4726425
H: -0.26901 2.6571429 -0.5379154 -175.4689552
H: -0.26801 2.7142857 -0.5070114 -175.4647769
H: -0.26701 2.7500000 -0.4877550 -175.4621812
H: -0.26601 2.8142857 -0.4532266 -175.4575449
H: -0.26501 2.8857143 -0.4150109 -175.4524334
H: -0.26401 2.9500000 -0.3807510 -175.4478690
H: -0.26301 3.0000000 -0.3542000 -175.4443442
H: -0.26201 3.0642857 -0.3201859 -175.4398450
H: -0.26101 3.1357143 -0.2825416 -175.4348853
H: -0.26001 3.2000000 -0.2487960 -175.4304568
H: -0.25901 3.2642857 -0.2151676 -175.4260590
H: -0.25801 3.3500000 -0.1705030 -175.4202406
H: -0.25701 3.4214286 -0.1334416 -175.4154333
H: -0.25601 3.4928571 -0.0965059 -175.4106585
H: -0.25501 3.5571429 -0.0633974 -175.4063957
H: -0.25401 3.6428571 -0.0194243 -175.4007560
H: -0.25301 3.7357143 0.0280390 -175.3946909
H: -0.25201 3.8071429 0.0643747 -175.3900700
H: -0.25101 3.8857143 0.1042291 -175.3850162
H: -0.25001 3.9785714 0.1511296 -175.3790941
H: -0.24901 4.0785714 0.2014144 -175.3727728
H: -0.24801 4.1500000 0.2372130 -175.3682875
H: -0.24701 4.2500000 0.2871150 -175.3620621
H: -0.24601 4.3500000 0.3368170 -175.3558865
H: -0.24501 4.4357143 0.3792416 -175.3506370
H: -0.24401 4.5428571 0.4320766 -175.3441236
H: -0.24301 4.6571429 0.4881931 -175.3372351
H: -0.24201 4.7642857 0.5405767 -175.3308324
H: -0.24101 4.8642857 0.5892901 -175.3249001
H: -0.24001 4.9714286 0.6412509 -175.3186004
H: -0.23901 5.0928571 0.6999090 -175.3115165
H: -0.23801 5.2071429 0.7548827 -175.3049058
H: -0.23701 5.3142857 0.8061949 -175.2987624
H: -0.23601 5.4428571 0.8675489 -175.2914430
H: -0.23501 5.5785714 0.9320044 -175.2837901
H: -0.23401 5.7071429 0.9928156 -175.2765997
H: -0.23301 5.8357143 1.0533924 -175.2694646
H: -0.23201 5.9857143 1.1237340 -175.2612182
H: -0.23101 6.1000000 1.1771020 -175.2549880
H: -0.23001 6.2285714 1.2369017 -175.2480348
H: -0.22901 6.4000000 1.3162880 -175.2388443
H: -0.22801 6.5571429 1.3887169 -175.2304986
H: -0.22701 6.6928571 1.4510124 -175.2233500
H: -0.22601 6.8357143 1.5163124 -175.2158880
H: -0.22501 7.0000000 1.5910600 -175.2073860
H: -0.22401 7.1642857 1.6654904 -175.1989559
H: -0.22301 7.3357143 1.7428081 -175.1902381
H: -0.22201 7.5000000 1.8165700 -175.1819588
H: -0.22101 7.6642857 1.8900147 -175.1737505
H: -0.22001 7.8500000 1.9726670 -175.1645546
H: -0.21901 8.0357143 2.0549364 -175.1554436
H: -0.21801 8.2000000 2.1273840 -175.1474567
H: -0.21701 8.3928571 2.2120693 -175.1381604
H: -0.21601 8.5785714 2.2932187 -175.1292959
H: -0.21501 8.7857143 2.3833357 -175.1194948
H: -0.21401 8.9642857 2.4606607 -175.1111242
H: -0.21301 9.1714286 2.5499377 -175.1015050
H: -0.21201 9.3714286 2.6357589 -175.0922986
H: -0.21101 9.5857143 2.7272460 -175.0825339
H: -0.21001 9.7928571 2.8152973 -175.0731770
H: -0.20901 9.9928571 2.8998956 -175.0642312
H: -0.20801 10.2071428 2.9901141 -175.0547354
H: -0.20701 10.4357143 3.0859073 -175.0446991
H: -0.20601 10.6571429 3.1782246 -175.0350771
H: -0.20501 10.8714286 3.2671689 -175.0258478
H: -0.20401 11.0928571 3.3586290 -175.0164037
H: -0.20301 11.3285714 3.4555009 -175.0064510
H: -0.20201 11.5357143 3.5402321 -174.9977865
H: -0.20101 11.7785714 3.6390856 -174.9877273
H: -0.20001 12.0214286 3.7374476 -174.9777679
H: -0.19901 12.2500000 3.8295550 -174.9684890
H: -0.19801 12.4642857 3.9154936 -174.9598729
H: -0.19701 12.7000000 4.0095540 -174.9504896
H: -0.19601 12.9500000 4.1088090 -174.9406383
H: -0.19501 13.1857143 4.2019151 -174.9314444
H: -0.19401 13.4000000 4.2861280 -174.9231709
H: -0.19301 13.6285714 4.3755154 -174.9144319
H: -0.19201 13.8571428 4.4644286 -174.9057855
H: -0.19101 14.0928571 4.5556547 -174.8969591
H: -0.19001 14.3071428 4.6381590 -174.8890179
H: -0.18901 14.5428571 4.7284423 -174.8803731
H: -0.18801 14.7571429 4.8100894 -174.8725960
H: -0.18701 14.9785714 4.8940096 -174.8646449
H: -0.18601 15.1714286 4.9667206 -174.8577918
H: -0.18501 15.3785714 5.0444033 -174.8505088
H: -0.18401 15.5857143 5.1216774 -174.8433023
H: -0.18301 15.8000000 5.2011760 -174.8359292
H: -0.18201 15.9714286 5.2644251 -174.8300954
H: -0.18101 16.1428571 5.3273486 -174.8243215
H: -0.18001 16.3214286 5.3925364 -174.8183724
H: -0.17901 16.5000000 5.4573500 -174.8124915
H: -0.17801 16.6642857 5.5166661 -174.8071376
H: -0.17701 16.8071429 5.5679433 -174.8025364
H: -0.17601 16.9285714 5.6112900 -174.7986681
H: -0.17501 17.0642857 5.6594884 -174.7943889
H: -0.17401 17.1928571 5.7048596 -174.7903863
H: -0.17301 17.3071428 5.7449761 -174.7868660
H: -0.17201 17.4071429 5.7798839 -174.7838197
H: -0.17101 17.5000000 5.8120900 -174.7810273
H: -0.17001 17.5642857 5.8342756 -174.7791132
H: -0.16901 17.6214286 5.8538710 -174.7774334
H: -0.16801 17.6928571 5.8782353 -174.7753558
H: -0.16701 17.7285714 5.8903317 -174.7743315
H: -0.16601 17.7714286 5.9047754 -174.7731146
H: -0.16501 17.7785714 5.9071684 -174.7729142
H: -0.16401 17.7785714 5.9071513 -174.7729171
H: -0.16301 17.7642857 5.9024396 -174.7733056
H: -0.16201 17.7571429 5.9000780 -174.7735007
H: -0.16101 17.7285714 5.8907289 -174.7742655
H: -0.16001 17.6714286 5.8721563 -174.7757746
H: -0.15901 17.6142857 5.8536923 -174.7772660
H: -0.15801 17.5500000 5.8330610 -174.7789213
H: -0.15701 17.4714286 5.8079837 -174.7809221
H: -0.15601 17.3785714 5.7785461 -174.7832551
H: -0.15501 17.2857143 5.7493000 -174.7855578
H: -0.15401 17.1714286 5.7135091 -174.7883599
H: -0.15301 17.0428572 5.6735266 -174.7914681
H: -0.15201 16.9071429 5.6315881 -174.7947080
H: -0.15101 16.7642857 5.5877167 -174.7980760
H: -0.15001 16.6000000 5.5376120 -174.8018962
H: -0.14901 16.4500000 5.4921590 -174.8053393
H: -0.14801 16.3000000 5.4470060 -174.8087371
H: -0.14701 16.1214286 5.3935981 -174.8127303
H: -0.14601 15.9142857 5.3320669 -174.8172995
H: -0.14501 15.7285714 5.2772946 -174.8213378
H: -0.14401 15.5428571 5.2228651 -174.8253257
H: -0.14301 15.3428571 5.1646554 -174.8295609
H: -0.14201 15.1214286 5.1006639 -174.8341840
H: -0.14101 14.9285714 5.0453100 -174.8381557
H: -0.14001 14.7071429 4.9821927 -174.8426533
H: -0.13901 14.4785714 4.9174967 -174.8472310
H: -0.13801 14.2500000 4.8532750 -174.8517419
H: -0.13701 14.0357143 4.7934793 -174.8559131
H: -0.13601 13.8142857 4.7321391 -174.8601610
H: -0.13501 13.5857143 4.6692774 -174.8644828
H: -0.13401 13.3500000 4.6049170 -174.8688759
H: -0.13301 13.1000000 4.5371620 -174.8734663
H: -0.13201 12.8785714 4.4776047 -174.8774709
H: -0.13101 12.6571429 4.4184731 -174.8814183
H: -0.13001 12.4285714 4.3578914 -174.8854323
H: -0.12901 12.1857143 4.2940209 -174.8896315
H: -0.12801 11.9500000 4.2324890 -174.8936469
H: -0.12701 11.7285714 4.1751460 -174.8973591
H: -0.12601 11.4928571 4.1145513 -174.9012531
H: -0.12501 11.2714286 4.0580883 -174.9048524
H: -0.12401 11.0428571 4.0002609 -174.9085096
H: -0.12301 10.8142857 3.9428677 -174.9121122
H: -0.12201 10.5928571 3.8877504 -174.9155418
H: -0.12101 10.3785714 3.8348061 -174.9188119
H: -0.12001 10.1714286 3.7840520 -174.9219206
H: -0.11901 9.9428571 3.7285103 -174.9252945
H: -0.11801 9.7428571 3.6803006 -174.9281995
H: -0.11701 9.5214286 3.6273804 -174.9313612
H: -0.11601 9.3142857 3.5782777 -174.9342709
H: -0.11501 9.1285714 3.5346483 -174.9368331
H: -0.11401 8.9285714 3.4880271 -174.9395498
H: -0.11301 8.7357143 3.4434790 -174.9421221
H: -0.11201 8.5285714 3.3960449 -174.9448374
H: -0.11101 8.3428571 3.3538726 -174.9472314
H: -0.11001 8.1642857 3.3137133 -174.9494891
H: -0.10901 7.9928572 3.2754641 -174.9516224
H: -0.10801 7.8071429 3.2344176 -174.9538903
H: -0.10701 7.6071429 3.1906193 -174.9562879
H: -0.10601 7.4571429 3.1580720 -174.9580533
H: -0.10501 7.2928571 3.1227473 -174.9599520
H: -0.10401 7.1428571 3.0907886 -174.9616541
H: -0.10301 6.9714286 3.0546194 -174.9635617
H: -0.10201 6.8000000 3.0187760 -174.9654352
H: -0.10101 6.6428571 2.9862614 -174.9671169
H: -0.10001 6.5071429 2.9584373 -174.9685429
H: -0.09901 6.3785714 2.9323290 -174.9698682
H: -0.09801 6.2071429 2.8978627 -174.9716004
H: -0.09701 6.0714286 2.8708643 -174.9729430
H: -0.09601 5.9285714 2.8427186 -174.9743291
H: -0.09501 5.8071428 2.8190319 -174.9754841
H: -0.09401 5.6714286 2.7928477 -174.9767469
H: -0.09301 5.5500000 2.7696410 -174.9778556
H: -0.09201 5.4142857 2.7439940 -174.9790671
H: -0.09101 5.2857143 2.7199486 -174.9801912
H: -0.09001 5.1785714 2.7001307 -174.9811075
H: -0.08901 5.0571429 2.6779011 -174.9821248
H: -0.08801 4.9571429 2.6598049 -174.9829434
H: -0.08701 4.8428571 2.6393454 -174.9838589
H: -0.08601 4.7285714 2.6191031 -174.9847551
H: -0.08501 4.6142857 2.5991180 -174.9856287
H: -0.08401 4.5214286 2.5830461 -174.9863240
H: -0.08301 4.4285714 2.5671657 -174.9870029
H: -0.08201 4.3357143 2.5514767 -174.9876655
H: -0.08101 4.2357143 2.5347633 -174.9883638
H: -0.08001 4.1285714 2.5170883 -174.9890926
H: -0.07901 4.0357143 2.5019564 -174.9897090
H: -0.07801 3.9500000 2.4881490 -174.9902649
H: -0.07701 3.8642857 2.4745244 -174.9908062
H: -0.07601 3.8000000 2.4644360 -174.9912020
H: -0.07501 3.7071429 2.4500241 -174.9917611
H: -0.07401 3.6214286 2.4369196 -174.9922619
H: -0.07301 3.5428571 2.4250594 -174.9927093
H: -0.07201 3.4785714 2.4154681 -174.9930670
H: -0.07101 3.4000000 2.4039280 -174.9934907
H: -0.07001 3.3357143 2.3945996 -174.9938290
H: -0.06901 3.2500000 2.3823350 -174.9942677
H: -0.06801 3.1785714 2.3722736 -174.9946219
H: -0.06701 3.1071429 2.3623379 -174.9949673
H: -0.06601 3.0571429 2.3554926 -174.9952016
H: -0.06501 2.9928571 2.3468127 -174.9954945
H: -0.06401 2.9428571 2.3401560 -174.9957160
H: -0.06301 2.8571428 2.3289257 -174.9960838
H: -0.06201 2.8071429 2.3224804 -174.9962914
H: -0.06101 2.7428571 2.3143149 -174.9965506
H: -0.06001 2.6928572 2.3080581 -174.9967463
H: -0.05901 2.6357143 2.3010399 -174.9969618
H: -0.05801 2.6000000 2.2967120 -174.9970928
H: -0.05701 2.5357143 2.2890550 -174.9973208
H: -0.05601 2.4785714 2.2823739 -174.9975160
H: -0.05501 2.4357143 2.2774501 -174.9976574
H: -0.05401 2.3857143 2.2717877 -174.9978176
H: -0.05301 2.3285714 2.2654494 -174.9979933
H: -0.05201 2.2857143 2.2607829 -174.9981203
H: -0.05101 2.2500000 2.2569550 -174.9982229
H: -0.05001 2.2000000 2.2517040 -174.9983607
H: -0.04901 2.1500000 2.2465530 -174.9984933
H: -0.04801 2.1142857 2.2429509 -174.9985841
H: -0.04701 2.0857143 2.2401217 -174.9986541
H: -0.04601 2.0500000 2.2366510 -174.9987384
H: -0.04501 1.9857143 2.2305369 -174.9988837
H: -0.04401 1.9571429 2.2278963 -174.9989446
H: -0.04301 1.9142857 2.2239840 -174.9990339
H: -0.04201 1.8857143 2.2214406 -174.9990905
H: -0.04101 1.8428571 2.2177226 -174.9991710
H: -0.04001 1.8285714 2.2164966 -174.9991973
H: -0.03901 1.7857143 2.2129443 -174.9992709
H: -0.03801 1.7500000 2.2100450 -174.9993297
H: -0.03701 1.7000000 2.2060940 -174.9994077
H: -0.03601 1.6785714 2.2044550 -174.9994390
H: -0.03501 1.6571429 2.2028417 -174.9994694
H: -0.03401 1.6285714 2.2007497 -174.9995076
H: -0.03301 1.5857143 2.1977117 -174.9995614
H: -0.03201 1.5642857 2.1962327 -174.9995869
H: -0.03101 1.5357143 2.1943179 -174.9996190
H: -0.03001 1.5142857 2.1929246 -174.9996416
H: -0.02901 1.4857143 2.1911240 -174.9996699
H: -0.02801 1.4500000 2.1889390 -174.9997033
H: -0.02701 1.4285714 2.1876857 -174.9997216
H: -0.02601 1.4071429 2.1864581 -174.9997392
H: -0.02501 1.3785714 2.1848804 -174.9997609
H: -0.02401 1.3500000 2.1833770 -174.9997807
H: -0.02301 1.3357143 2.1826424 -174.9997901
H: -0.02201 1.3142857 2.1815920 -174.9998029
H: -0.02101 1.2857143 2.1802486 -174.9998187
H: -0.02001 1.2642857 2.1792839 -174.9998295
H: -0.01901 1.2357143 2.1780547 -174.9998427
H: -0.01801 1.2142857 2.1771757 -174.9998517
H: -0.01701 1.2000000 2.1766240 -174.9998570
H: -0.01601 1.2000000 2.1766240 -174.9998570
H: -0.01501 1.1714286 2.1756120 -174.9998660
H: -0.01401 1.1285714 2.1741969 -174.9998776
H: -0.01301 1.1142857 2.1737709 -174.9998808
H: -0.01201 1.1071429 2.1735521 -174.9998824
H: -0.01101 1.0928571 2.1731661 -174.9998850
H: -0.01001 1.0571429 2.1722726 -174.9998906
H: -0.00901 1.0428571 2.1719437 -174.9998924
H: -0.00801 1.0357143 2.1718050 -174.9998931
H: -0.00701 1.0357143 2.1717936 -174.9998932
H: -0.00601 1.0000000 2.1711800 -174.9998958
H: -0.00501 0.9785714 2.1708696 -174.9998969
H: -0.00401 0.9714286 2.1707766 -174.9998972
H: -0.00301 0.9500000 2.1705290 -174.9998979
H: -0.00201 0.9285714 2.1703471 -174.9998983
H: -0.00101 0.9357143 2.1704030 -174.9998982
H: -1e-05 0.9214286 2.1703141 -174.9998983
H: 0.00099 0.8785715 2.1701847 -174.9998983
H: 0.00199 0.8642857 2.1701873 -174.9998983
H: 0.00299 0.8857143 2.1701663 -174.9998983
H: 0.00399 0.8714286 2.1701917 -174.9998983
H: 0.00499 0.8285714 2.1704051 -174.9998985
H: 0.00599 0.8142857 2.1705220 -174.9998988
H: 0.00699 0.8214286 2.1704521 -174.9998986
H: 0.00799 0.8142857 2.1705249 -174.9998988
H: 0.00899 0.7857143 2.1708957 -174.9998999
H: 0.00999 0.7785714 2.1710084 -174.9999004
H: 0.01099 0.7714286 2.1711297 -174.9999009
H: 0.01199 0.7500000 2.1715250 -174.9999027
H: 0.01299 0.7428571 2.1716920 -174.9999036
H: 0.01399 0.7285714 2.1720089 -174.9999054
H: 0.01499 0.7357143 2.1718361 -174.9999043
H: 0.01599 0.7142857 2.1724143 -174.9999082
H: 0.01699 0.7071429 2.1726099 -174.9999096
H: 0.01799 0.6714286 2.1737277 -174.9999183
H: 0.01899 0.6785714 2.1734921 -174.9999163
H: 0.01999 0.6857143 2.1732480 -174.9999142
H: 0.02099 0.6714286 2.1737591 -174.9999188
H: 0.02199 0.6428571 2.1748786 -174.9999297
H: 0.02299 0.6357143 2.1751827 -174.9999330
H: 0.02399 0.6500000 2.1745630 -174.9999263
H: 0.02499 0.6357143 2.1751999 -174.9999333
H: 0.02599 0.6142857 2.1762066 -174.9999451
H: 0.02699 0.6000000 2.1769120 -174.9999538
H: 0.02799 0.5857143 2.1776346 -174.9999630
H: 0.02899 0.5928571 2.1772676 -174.9999583
H: 0.02999 0.5928571 2.1772619 -174.9999581
H: 0.03099 0.5785714 2.1780644 -174.9999693
H: 0.03199 0.5642857 2.1789241 -174.9999823
H: 0.03299 0.5571428 2.1793483 -174.9999885
H: 0.03399 0.5571429 2.1793540 -174.9999887
H: 0.03499 0.5428571 2.1802823 -175.0000038
H: 0.03599 0.5428571 2.1802766 -175.0000036
H: 0.03699 0.5214286 2.1817604 -175.0000293
H: 0.03799 0.5285714 2.1812534 -175.0000203
H: 0.03899 0.5071429 2.1828116 -175.0000486
H: 0.03999 0.5071429 2.1828173 -175.0000488
H: 0.04099 0.5071428 2.1828230 -175.0000490
H: 0.04199 0.5142857 2.1822474 -175.0000374
H: 0.04299 0.4857143 2.1845611 -175.0000842
H: 0.04399 0.4785714 2.1851596 -175.0000968
H: 0.04499 0.4714286 2.1857666 -175.0001097
H: 0.04599 0.4642857 2.1863821 -175.0001229
H: 0.04699 0.4642857 2.1863936 -175.0001234
H: 0.04799 0.4571429 2.1870320 -175.0001377
H: 0.04899 0.4571429 2.1870377 -175.0001379
H: 0.04999 0.4428571 2.1883946 -175.0001701
H: 0.05099 0.4571429 2.1870091 -175.0001366
H: 0.05199 0.4285714 2.1898314 -175.0002062
H: 0.05299 0.4357143 2.1891159 -175.0001883
H: 0.05399 0.4142857 2.1913226 -175.0002451
H: 0.05499 0.4214286 2.1905670 -175.0002251
H: 0.05599 0.4071429 2.1921067 -175.0002666
H: 0.05699 0.4142857 2.1913169 -175.0002448
H: 0.05799 0.4142857 2.1913283 -175.0002454
H: 0.05899 0.4071429 2.1921239 -175.0002676
H: 0.05999 0.3928571 2.1937664 -175.0003148
H: 0.06099 0.3714286 2.1962789 -175.0003884
H: 0.06199 0.3785714 2.1954290 -175.0003631
H: 0.06299 0.3857143 2.1945706 -175.0003373
H: 0.06399 0.3857143 2.1945591 -175.0003366
